,"Time      (s) efficiency_1,000e+00","Thrust    (N) efficiency_1,000e+00"
6197,6.197000000000404,3288.0169712512675
6198,6.1980000000004045,3287.9227152577496
6199,6.199000000000405,3287.828458052419
6200,6.200000000000405,3287.73419963494
6201,6.2010000000004055,3287.6399400049863
6202,6.202000000000406,3287.5456791622382
6203,6.203000000000406,3287.451417106376
6204,6.204000000000407,3287.357153837056
6205,6.205000000000407,3287.262889353975
6206,6.206000000000407,3287.168623656789
6207,6.207000000000408,3287.074356745196
6208,6.208000000000408,3286.9800886188464
6209,6.209000000000408,3286.885819277439
6210,6.2100000000004085,3286.7915487206315
6211,6.211000000000409,3286.697276948099
6212,6.212000000000409,3286.6030039595203
6213,6.2130000000004095,3286.508729754582
6214,6.21400000000041,3286.4144543329444
6215,6.21500000000041,3286.3201776942788
6216,6.2160000000004105,3286.225899838267
6217,6.217000000000411,3286.131620764582
6218,6.218000000000411,3286.037340472898
6219,6.219000000000412,3285.943058962893
6220,6.220000000000412,3285.8487762342274
6221,6.221000000000412,3285.754492286584
6222,6.2220000000004125,3285.6602071196403
6223,6.223000000000413,3285.5659207330605
6224,6.224000000000413,3285.4716331265204
6225,6.2250000000004135,3285.3773442997067
6226,6.226000000000414,3285.2830542522697
6227,6.227000000000414,3285.188762983896
6228,6.228000000000415,3285.094470494248
6229,6.229000000000415,3285.0001767830267
6230,6.230000000000415,3284.9058818498697
6231,6.231000000000416,3284.811585694469
6232,6.232000000000416,3284.7172883164944
6233,6.233000000000416,3284.6229897156177
6234,6.2340000000004165,3284.528689891506
6235,6.235000000000417,3284.434388843844
6236,6.236000000000417,3284.340086572289
6237,6.2370000000004175,3284.245783076525
6238,6.238000000000418,3284.151478356216
6239,6.239000000000418,3284.0571724110373
6240,6.2400000000004185,3283.9628652406527
6241,6.241000000000419,3283.8685568447418
6242,6.242000000000419,3283.7742472229834
6243,6.24300000000042,3283.679936375041
6244,6.24400000000042,3283.58562430058
6245,6.24500000000042,3283.4913109992835
6246,6.2460000000004205,3283.3969964708003
6247,6.247000000000421,3283.302680714826
6248,6.248000000000421,3283.208363731012
6249,6.2490000000004216,3283.114045519056
6250,6.250000000000422,3283.0197260786
6251,6.251000000000422,3282.92540540934
6252,6.252000000000423,3282.831083510916
6253,6.253000000000423,3282.7367603830253
6254,6.254000000000423,3282.642436025322
6255,6.255000000000424,3282.5481104374853
6256,6.256000000000424,3282.453783619172
6257,6.257000000000424,3282.359455570076
6258,6.258000000000425,3282.265126289846
6259,6.259000000000425,3282.1707957781537
6260,6.260000000000425,3282.076464034666
6261,6.261000000000426,3281.982131059074
6262,6.262000000000426,3281.887796851025
6263,6.263000000000426,3281.7934614101973
6264,6.264000000000427,3281.6991247362694
6265,6.265000000000427,3281.6047868288865
6266,6.266000000000427,3281.510447687729
6267,6.267000000000428,3281.4161073124765
6268,6.268000000000428,3281.3217657027794
6269,6.269000000000428,3281.227422858317
6270,6.270000000000429,3281.133078778759
6271,6.271000000000429,3281.038733463762
6272,6.272000000000429,3280.9443869130137
6273,6.27300000000043,3280.850039126162
6274,6.27400000000043,3280.7556901028847
6275,6.27500000000043,3280.661339842852
6276,6.276000000000431,3280.5669883457304
6277,6.277000000000431,3280.4726356111764
6278,6.278000000000431,3280.3782816388743
6279,6.279000000000432,3280.283926428488
6280,6.280000000000432,3280.1895699796737
6281,6.281000000000432,3280.095212292104
6282,6.282000000000433,3280.000853365455
6283,6.283000000000433,3279.9064931993835
6284,6.284000000000433,3279.8121317935693
6285,6.285000000000434,3279.717769147657
6286,6.286000000000434,3279.6234052613304
6287,6.287000000000434,3279.529040134257
6288,6.288000000000435,3279.434673766095
6289,6.289000000000435,3279.340306156514
6290,6.290000000000435,3279.245937305185
6291,6.291000000000436,3279.1515672117625
6292,6.292000000000436,3279.057195875922
6293,6.293000000000436,3278.962823297326
6294,6.294000000000437,3278.8684494756385
6295,6.295000000000437,3278.774074410537
6296,6.296000000000437,3278.679698101672
6297,6.297000000000438,3278.585320548722
6298,6.298000000000438,3278.490941751331
6299,6.299000000000438,3278.396561709192
6300,6.300000000000439,3278.302180421952
6301,6.301000000000439,3278.207797889291
6302,6.302000000000439,3278.11341411086
6303,6.30300000000044,3278.01902908633
6304,6.30400000000044,3277.924642815356
6305,6.30500000000044,3277.830255297616
6306,6.306000000000441,3277.73586653277
6307,6.307000000000441,3277.641476520487
6308,6.308000000000441,3277.5470852604176
6309,6.309000000000442,3277.4526927522406
6310,6.310000000000442,3277.35829899562
6311,6.311000000000442,3277.263903990199
6312,6.312000000000443,3277.169507735663
6313,6.313000000000443,3277.075110231674
6314,6.314000000000443,3276.9807114778896
6315,6.315000000000444,3276.8863114739697
6316,6.316000000000444,3276.7919102195942
6317,6.317000000000444,3276.697507714412
6318,6.318000000000445,3276.603103958087
6319,6.319000000000445,3276.50869895028
6320,6.320000000000445,3276.414292690676
6321,6.321000000000446,3276.3198851789084
6322,6.322000000000446,3276.2254764146583
6323,6.323000000000446,3276.1310663975846
6324,6.324000000000447,3276.0366551273432
6325,6.325000000000447,3275.9422426036062
6326,6.326000000000447,3275.847828826038
6327,6.327000000000448,3275.753413794274
6328,6.328000000000448,3275.658997508013
6329,6.329000000000448,3275.5645799669
6330,6.330000000000449,3275.470161170592
6331,6.331000000000449,3275.375741118763
6332,6.332000000000449,3275.281319811066
6333,6.33300000000045,3275.186897247168
6334,6.33400000000045,3275.0924734267264
6335,6.33500000000045,3274.998048349405
6336,6.336000000000451,3274.9036220148664
6337,6.337000000000451,3274.809194422769
6338,6.338000000000451,3274.7147655727767
6339,6.339000000000452,3274.6203354645445
6340,6.340000000000452,3274.5259040977403
6341,6.341000000000452,3274.431471472009
6342,6.342000000000453,3274.337037587036
6343,6.343000000000453,3274.2426024424763
6344,6.344000000000453,3274.1481660379777
6345,6.345000000000454,3274.0537283732115
6346,6.346000000000454,3273.95928944783
6347,6.347000000000454,3273.864849261493
6348,6.348000000000455,3273.770407813877
6349,6.349000000000455,3273.6759651046164
6350,6.350000000000455,3273.58152113339
6351,6.351000000000456,3273.4870758998622
6352,6.352000000000456,3273.392629403665
6353,6.353000000000456,3273.2981816444767
6354,6.354000000000457,3273.203732621958
6355,6.355000000000457,3273.109282335769
6356,6.356000000000457,3273.014830785562
6357,6.357000000000458,3272.9203779709983
6358,6.358000000000458,3272.825923891738
6359,6.359000000000458,3272.731468547439
6360,6.360000000000459,3272.637011937759
6361,6.361000000000459,3272.542554062359
6362,6.362000000000459,3272.448094920897
6363,6.36300000000046,3272.35363451303
6364,6.36400000000046,3272.25917283842
6365,6.36500000000046,3272.164709896728
6366,6.366000000000461,3272.0702456876
6367,6.367000000000461,3271.9757802106988
6368,6.368000000000461,3271.8813134656866
6369,6.369000000000462,3271.7868454522245
6370,6.370000000000462,3271.6923761699554
6371,6.371000000000462,3271.597905618551
6372,6.372000000000463,3271.5034337976613
6373,6.373000000000463,3271.4089607069504
6374,6.374000000000463,3271.314486346065
6375,6.375000000000464,3271.2200107146678
6376,6.376000000000464,3271.125533812419
6377,6.377000000000464,3271.031055638964
6378,6.378000000000465,3270.9365761939744
6379,6.379000000000465,3270.842095477107
6380,6.380000000000465,3270.7476134880067
6381,6.381000000000466,3270.6531302263365
6382,6.382000000000466,3270.5586456917545
6383,6.383000000000466,3270.464159883908
6384,6.384000000000467,3270.369672802453
6385,6.385000000000467,3270.275184447066
6386,6.386000000000467,3270.180694817375
6387,6.387000000000468,3270.0862039130598
6388,6.388000000000468,3269.9917117337545
6389,6.389000000000468,3269.8972182791404
6390,6.390000000000469,3269.8027235488444
6391,6.391000000000469,3269.708227542545
6392,6.392000000000469,3269.6137302598813
6393,6.39300000000047,3269.519231700518
6394,6.39400000000047,3269.424731864107
6395,6.39500000000047,3269.3302307503004
6396,6.396000000000471,3269.2357283587603
6397,6.397000000000471,3269.14122468914
6398,6.398000000000471,3269.0467197410844
6399,6.399000000000472,3268.9522135142524
6400,6.400000000000472,3268.8577060083057
6401,6.401000000000472,3268.7631972229005
6402,6.402000000000473,3268.6686871576726
6403,6.403000000000473,3268.5741758122936
6404,6.404000000000473,3268.4796631864097
6405,6.405000000000474,3268.385149279681
6406,6.406000000000474,3268.290634091748
6407,6.407000000000474,3268.1961176222826
6408,6.408000000000475,3268.1015998709245
6409,6.409000000000475,3268.0070808373284
6410,6.410000000000475,3267.9125605211475
6411,6.411000000000476,3267.818038922035
6412,6.412000000000476,3267.723516039662
6413,6.413000000000476,3267.6289918736525
6414,6.414000000000477,3267.534466423678
6415,6.415000000000477,3267.439939689392
6416,6.416000000000477,3267.345411670426
6417,6.417000000000478,3267.250882366456
6418,6.418000000000478,3267.156351777129
6419,6.419000000000478,3267.0618199020937
6420,6.420000000000479,3266.9672867409963
6421,6.421000000000479,3266.872752293504
6422,6.422000000000479,3266.7782165592507
6423,6.42300000000048,3266.6836795379045
6424,6.42400000000048,3266.589141229104
6425,6.42500000000048,3266.494601632522
6426,6.426000000000481,3266.400060747782
6427,6.427000000000481,3266.305518574557
6428,6.428000000000481,3266.210975112481
6429,6.429000000000482,3266.1164303612163
6430,6.430000000000482,3266.021884320412
6431,6.431000000000482,3265.927336989724
6432,6.432000000000483,3265.832788368785
6433,6.433000000000483,3265.738238457267
6434,6.434000000000483,3265.643687254823
6435,6.435000000000484,3265.5491347610814
6436,6.436000000000484,3265.4545809756937
6437,6.437000000000484,3265.360025898337
6438,6.438000000000485,3265.265469528637
6439,6.439000000000485,3265.170911866257
6440,6.440000000000485,3265.0763529108344
6441,6.441000000000486,3264.9817926620294
6442,6.442000000000486,3264.887231119484
6443,6.443000000000486,3264.7926682828606
6444,6.444000000000487,3264.698104151794
6445,6.445000000000487,3264.603538725945
6446,6.446000000000487,3264.508972004959
6447,6.447000000000488,3264.4144039884823
6448,6.448000000000488,3264.319834676157
6449,6.449000000000488,3264.2252640676493
6450,6.450000000000489,3264.130692162601
6451,6.451000000000489,3264.0361189606588
6452,6.452000000000489,3263.9415444614647
6453,6.45300000000049,3263.8469686646763
6454,6.45400000000049,3263.7523915699408
6455,6.45500000000049,3263.6578131769147
6456,6.456000000000491,3263.5632334852285
6457,6.457000000000491,3263.468652494535
6458,6.458000000000491,3263.374070204487
6459,6.459000000000492,3263.279486614744
6460,6.460000000000492,3263.184901724932
6461,6.461000000000492,3263.090315534709
6462,6.462000000000493,3262.9957280437243
6463,6.463000000000493,3262.901139251621
6464,6.464000000000493,3262.806549158049
6465,6.465000000000494,3262.7119577626527
6466,6.466000000000494,3262.617365065076
6467,6.467000000000494,3262.522771064987
6468,6.468000000000495,3262.4281757619947
6469,6.469000000000495,3262.333579155777
6470,6.470000000000495,3262.2389812459687
6471,6.471000000000496,3262.14438203222
6472,6.472000000000496,3262.0497815141807
6473,6.473000000000496,3261.9551796914857
6474,6.474000000000497,3261.860576563781
6475,6.475000000000497,3261.765972130729
6476,6.476000000000497,3261.671366391972
6477,6.477000000000498,3261.5767593471423
6478,6.478000000000498,3261.482150995889
6479,6.479000000000498,3261.3875413378664
6480,6.480000000000499,3261.292930372712
6481,6.481000000000499,3261.1983181000787
6482,6.482000000000499,3261.103704519602
6483,6.4830000000005,3261.009089630937
6484,6.4840000000005,3260.914473433721
6485,6.4850000000005,3260.8198559276093
6486,6.486000000000501,3260.725237112237
6487,6.487000000000501,3260.63061698725
6488,6.488000000000501,3260.5359955522954
6489,6.489000000000502,3260.441372807016
6490,6.490000000000502,3260.346748751056
6491,6.491000000000502,3260.2521233840685
6492,6.492000000000503,3260.157496705689
6493,6.493000000000503,3260.0628687155568
6494,6.494000000000503,3259.9682394133174
6495,6.495000000000504,3259.873608798627
6496,6.496000000000504,3259.778976871113
6497,6.497000000000504,3259.6843436304325
6498,6.498000000000505,3259.5897090762232
6499,6.499000000000505,3259.4950732081243
6500,6.500000000000505,3259.4004360257886
6501,6.501000000000506,3259.3057975288584
6502,6.502000000000506,3259.2111577169712
6503,6.503000000000506,3259.116516589768
6504,6.504000000000507,3259.021874146892
6505,6.505000000000507,3258.9272303879948
6506,6.506000000000507,3258.8325853127094
6507,6.507000000000508,3258.7379389206835
6508,6.508000000000508,3258.643291211556
6509,6.509000000000508,3258.5486421849705
6510,6.510000000000509,3258.4539918405744
6511,6.511000000000509,3258.3593401779985
6512,6.512000000000509,3258.2646871968905
6513,6.51300000000051,3258.1700328968973
6514,6.51400000000051,3258.075377277661
6515,6.51500000000051,3257.9807203388164
6516,6.516000000000511,3257.886062080002
6517,6.517000000000511,3257.791402500876
6518,6.518000000000511,3257.696741601056
6519,6.519000000000512,3257.602079380196
6520,6.520000000000512,3257.5074158379425
6521,6.521000000000512,3257.412750973921
6522,6.522000000000513,3257.3180847877893
6523,6.523000000000513,3257.2234172791764
6524,6.524000000000513,3257.12874844773
6525,6.525000000000514,3257.03407829308
6526,6.526000000000514,3256.9394068148817
6527,6.527000000000514,3256.84473401277
6528,6.528000000000515,3256.750059886372
6529,6.529000000000515,3256.655384435345
6530,6.530000000000515,3256.5607076593187
6531,6.531000000000516,3256.46602955794
6532,6.532000000000516,3256.37135013084
6533,6.533000000000516,3256.2766693776684
6534,6.534000000000517,3256.181987298058
6535,6.535000000000517,3256.087303891643
6536,6.536000000000517,3255.9926191580826
6537,6.537000000000518,3255.8979330969964
6538,6.538000000000518,3255.803245708021
6539,6.539000000000518,3255.708556990809
6540,6.540000000000519,3255.613866944992
6541,6.541000000000519,3255.519175570223
6542,6.542000000000519,3255.4244828661163
6543,6.54300000000052,3255.329788832322
6544,6.54400000000052,3255.235093468484
6545,6.54500000000052,3255.140396774232
6546,6.546000000000521,3255.0456987492043
6547,6.547000000000521,3254.9509993930437
6548,6.548000000000521,3254.8562987053974
6549,6.549000000000522,3254.7615966858743
6550,6.550000000000522,3254.666893334143
6551,6.551000000000522,3254.5721886498163
6552,6.552000000000523,3254.4774826325497
6553,6.553000000000523,3254.382775281976
6554,6.554000000000523,3254.288066597726
6555,6.555000000000524,3254.1933565794507
6556,6.556000000000524,3254.09864522676
6557,6.557000000000524,3254.003932539314
6558,6.558000000000525,3253.909218516747
6559,6.559000000000525,3253.814503158689
6560,6.560000000000525,3253.719786464784
6561,6.561000000000526,3253.6250684346646
6562,6.562000000000526,3253.5303490679694
6563,6.563000000000526,3253.4356283643147
6564,6.564000000000527,3253.3409063233667
6565,6.565000000000527,3253.2461829447416
6566,6.566000000000527,3253.151458228086
6567,6.567000000000528,3253.0567321730337
6568,6.568000000000528,3252.9620047792178
6569,6.569000000000528,3252.867276046274
6570,6.570000000000529,3252.772545973825
6571,6.571000000000529,3252.67781456154
6572,6.572000000000529,3252.583081809023
6573,6.57300000000053,3252.488347715912
6574,6.57400000000053,3252.3936122818604
6575,6.57500000000053,3252.29887550648
6576,6.576000000000531,3252.204137389421
6577,6.577000000000531,3252.1093979303187
6578,6.578000000000531,3252.014657128796
6579,6.579000000000532,3251.919914984501
6580,6.580000000000532,3251.825171497057
6581,6.581000000000532,3251.7304266661054
6582,6.582000000000533,3251.6356804912675
6583,6.583000000000533,3251.5409329721924
6584,6.584000000000533,3251.4461841085035
6585,6.585000000000534,3251.351433899845
6586,6.586000000000534,3251.25668234584
6587,6.587000000000534,3251.16192944613
6588,6.588000000000535,3251.0671752003404
6589,6.589000000000535,3250.972419608117
6590,6.590000000000535,3250.8776626690737
6591,6.591000000000536,3250.782904382861
6592,6.592000000000536,3250.6881447491023
6593,6.593000000000536,3250.5933837674306
6594,6.594000000000537,3250.4986214374903
6595,6.595000000000537,3250.403857758896
6596,6.596000000000537,3250.3090927312924
6597,6.597000000000538,3250.214326354302
6598,6.598000000000538,3250.119558627573
6599,6.599000000000538,3250.024789550721
6600,6.600000000000539,3249.9300191233897
6601,6.601000000000539,3249.835247345204
6602,6.602000000000539,3249.7404742157896
6603,6.60300000000054,3249.6456997348005
6604,6.60400000000054,3249.550923901844
6605,6.60500000000054,3249.4561467165595
6606,6.606000000000541,3249.3613681785846
6607,6.607000000000541,3249.2665882875376
6608,6.608000000000541,3249.171807043064
6609,6.609000000000542,3249.077024444782
6610,6.610000000000542,3248.9822404923416
6611,6.611000000000542,3248.887455185353
6612,6.612000000000543,3248.792668523458
6613,6.613000000000543,3248.6978805062795
6614,6.614000000000544,3248.6030911334515
6615,6.615000000000544,3248.508300404603
6616,6.616000000000544,3248.41350831936
6617,6.617000000000544,3248.318714877372
6618,6.618000000000545,3248.223920078246
6619,6.619000000000545,3248.1291239216257
6620,6.6200000000005454,3248.034326407139
6621,6.621000000000546,3247.9395275344027
6622,6.622000000000546,3247.844727303055
6623,6.623000000000546,3247.74992571274
6624,6.624000000000547,3247.655122763056
6625,6.625000000000547,3247.560318453662
6626,6.626000000000548,3247.4655127841665
6627,6.627000000000548,3247.370705754204
6628,6.628000000000548,3247.2758973634086
6629,6.6290000000005485,3247.18108761141
6630,6.630000000000549,3247.086276497824
6631,6.631000000000549,3246.9914640222946
6632,6.6320000000005495,3246.8966501844407
6633,6.63300000000055,3246.801834983885
6634,6.63400000000055,3246.707018420266
6635,6.635000000000551,3246.6122004932126
6636,6.636000000000551,3246.517381202347
6637,6.637000000000551,3246.4225605473
6638,6.638000000000552,3246.327738527696
6639,6.639000000000552,3246.23291514316
6640,6.640000000000552,3246.138090393332
6641,6.6410000000005525,3246.0432642778187
6642,6.642000000000553,3245.948436796264
6643,6.643000000000553,3245.853607948289
6644,6.6440000000005535,3245.7587777335234
6645,6.645000000000554,3245.663946151599
6646,6.646000000000554,3245.5691132021275
6647,6.6470000000005545,3245.4742788847425
6648,6.648000000000555,3245.3794431990727
6649,6.649000000000555,3245.28460614475
6650,6.650000000000556,3245.189767721392
6651,6.651000000000556,3245.0949279286124
6652,6.652000000000556,3245.0000867660688
6653,6.6530000000005565,3244.905244233355
6654,6.654000000000557,3244.8104003301214
6655,6.655000000000557,3244.7155550559783
6656,6.6560000000005575,3244.6207084105595
6657,6.657000000000558,3244.5258603934853
6658,6.658000000000558,3244.431011004392
6659,6.659000000000559,3244.336160242888
6660,6.660000000000559,3244.241308108601
6661,6.661000000000559,3244.1464546011625
6662,6.66200000000056,3244.0515997202046
6663,6.66300000000056,3243.956743465337
6664,6.66400000000056,3243.861885836188
6665,6.6650000000005605,3243.767026832388
6666,6.666000000000561,3243.672166453559
6667,6.667000000000561,3243.5773046993186
6668,6.6680000000005615,3243.482441569301
6669,6.669000000000562,3243.387577063129
6670,6.670000000000562,3243.29271118042
6671,6.6710000000005625,3243.1978439208
6672,6.672000000000563,3243.1029752838863
6673,6.673000000000563,3243.0081052693254
6674,6.674000000000564,3242.9132338767145
6675,6.675000000000564,3242.818361105696
6676,6.676000000000564,3242.7234869558656
6677,6.6770000000005645,3242.628611426884
6678,6.678000000000565,3242.533734518345
6679,6.679000000000565,3242.4388562298864
6680,6.6800000000005655,3242.343976561126
6681,6.681000000000566,3242.2490955116773
6682,6.682000000000566,3242.1542130811936
6683,6.683000000000567,3242.059329269258
6684,6.684000000000567,3241.9644440755146
6685,6.685000000000567,3241.869557499573
6686,6.686000000000568,3241.774669541076
6687,6.687000000000568,3241.679780199632
6688,6.688000000000568,3241.584889474855
6689,6.6890000000005685,3241.489997366384
6690,6.690000000000569,3241.39510387383
6691,6.691000000000569,3241.3002089968163
6692,6.6920000000005695,3241.2053127349595
6693,6.69300000000057,3241.1104150878946
6694,6.69400000000057,3241.015516055233
6695,6.6950000000005705,3240.920615636592
6696,6.696000000000571,3240.8257138315985
6697,6.697000000000571,3240.7308106398677
6698,6.698000000000572,3240.6359060610284
6699,6.699000000000572,3240.5410000947013
6700,6.700000000000572,3240.446092740493
6701,6.7010000000005725,3240.3511839980374
6702,6.702000000000573,3240.256273866951
6703,6.703000000000573,3240.1613623468547
6704,6.7040000000005735,3240.0664494373686
6705,6.705000000000574,3239.9715351381
6706,6.706000000000574,3239.87661944869
6707,6.707000000000575,3239.7817023687417
6708,6.708000000000575,3239.686783897886
6709,6.709000000000575,3239.5918640357345
6710,6.710000000000576,3239.496942781903
6711,6.711000000000576,3239.4020201360177
6712,6.712000000000576,3239.3070960977034
6713,6.7130000000005765,3239.2121706665707
6714,6.714000000000577,3239.117243842229
6715,6.715000000000577,3239.0223156243133
6716,6.7160000000005775,3238.927386012442
6717,6.717000000000578,3238.832455006223
6718,6.718000000000578,3238.7375226052795
6719,6.7190000000005785,3238.642588809221
6720,6.720000000000579,3238.5476536176766
6721,6.721000000000579,3238.452717030269
6722,6.72200000000058,3238.357779046601
6723,6.72300000000058,3238.2628396663004
6724,6.72400000000058,3238.1678988889826
6725,6.7250000000005805,3238.072956714269
6726,6.726000000000581,3237.978013141764
6727,6.727000000000581,3237.8830681710974
6728,6.7280000000005815,3237.788121801884
6729,6.729000000000582,3237.693174033733
6730,6.730000000000582,3237.598224866268
6731,6.731000000000583,3237.5032742991075
6732,6.732000000000583,3237.4083223318594
6733,6.733000000000583,3237.313368964152
6734,6.734000000000584,3237.2184141955954
6735,6.735000000000584,3237.1234580258047
6736,6.736000000000584,3237.0285004544003
6737,6.7370000000005845,3236.9335414809902
6738,6.738000000000585,3236.8385811051976
6739,6.739000000000585,3236.743619326642
6740,6.7400000000005855,3236.648656144928
6741,6.741000000000586,3236.553691559676
6742,6.742000000000586,3236.458725570508
6743,6.7430000000005865,3236.363758177031
6744,6.744000000000587,3236.26878937886
6745,6.745000000000587,3236.173819175616
6746,6.746000000000588,3236.078847566908
6747,6.747000000000588,3235.983874552352
6748,6.748000000000588,3235.888900131568
6749,6.7490000000005885,3235.793924304168
6750,6.750000000000589,3235.6989470697613
6751,6.751000000000589,3235.6039684279717
6752,6.7520000000005895,3235.5089883783967
6753,6.75300000000059,3235.414006920671
6754,6.75400000000059,3235.319024054399
6755,6.755000000000591,3235.224039779201
6756,6.756000000000591,3235.1290540946798
6757,6.757000000000591,3235.034067000452
6758,6.758000000000592,3234.939078496133
6759,6.759000000000592,3234.844088581336
6760,6.760000000000592,3234.7490972556766
6761,6.7610000000005925,3234.654104518768
6762,6.762000000000593,3234.559110370212
6763,6.763000000000593,3234.4641148096484
6764,6.7640000000005935,3234.369117836663
6765,6.765000000000594,3234.2741194508744
6766,6.766000000000594,3234.179119651903
6767,6.7670000000005945,3234.084118439353
6768,6.768000000000595,3233.9891158128503
6769,6.769000000000595,3233.8941117719896
6770,6.770000000000596,3233.7991063163995
6771,6.771000000000596,3233.704099445681
6772,6.772000000000596,3233.6090911594424
6773,6.7730000000005965,3233.5140814573056
6774,6.774000000000597,3233.419070338876
6775,6.775000000000597,3233.324057803778
6776,6.7760000000005975,3233.229043851601
6777,6.777000000000598,3233.134028481985
6778,6.778000000000598,3233.0390116945127
6779,6.779000000000599,3232.9439934887923
6780,6.780000000000599,3232.848973864466
6781,6.781000000000599,3232.75395282112
6782,6.7820000000006,3232.658930358385
6783,6.7830000000006,3232.563906475845
6784,6.7840000000006,3232.4688811731285
6785,6.7850000000006006,3232.3738544498515
6786,6.786000000000601,3232.278826305608
6787,6.787000000000601,3232.1837967400224
6788,6.7880000000006016,3232.088765752686
6789,6.789000000000602,3231.993733343225
6790,6.790000000000602,3231.8986995112355
6791,6.7910000000006026,3231.803664256347
6792,6.792000000000603,3231.7086275781503
6793,6.793000000000603,3231.613589476269
6794,6.794000000000604,3231.518549950304
6795,6.795000000000604,3231.4235089998547
6796,6.796000000000604,3231.328466624556
6797,6.797000000000605,3231.233422823997
6798,6.798000000000605,3231.138377597791
6799,6.799000000000605,3231.0433309455457
6800,6.800000000000606,3230.948282866875
6801,6.801000000000606,3230.853233361379
6802,6.802000000000606,3230.758182428677
6803,6.803000000000607,3230.663130068361
6804,6.804000000000607,3230.568076280056
6805,6.805000000000607,3230.4730210633616
6806,6.806000000000608,3230.377964417889
6807,6.807000000000608,3230.2829063432405
6808,6.808000000000608,3230.18784683903
6809,6.809000000000609,3230.0927859048616
6810,6.810000000000609,3229.997723540333
6811,6.811000000000609,3229.902659745069
6812,6.81200000000061,3229.8075945186797
6813,6.81300000000061,3229.7125278607464
6814,6.81400000000061,3229.6174597708946
6815,6.815000000000611,3229.5223902487296
6816,6.816000000000611,3229.4273192938545
6817,6.817000000000611,3229.3322469058794
6818,6.818000000000612,3229.237173084404
6819,6.819000000000612,3229.142097829051
6820,6.820000000000612,3229.047021139405
6821,6.821000000000613,3228.9519430150885
6822,6.822000000000613,3228.8568634556923
6823,6.823000000000613,3228.7617824608265
6824,6.824000000000614,3228.666700030109
6825,6.825000000000614,3228.5716161631344
6826,6.826000000000614,3228.4765308595115
6827,6.827000000000615,3228.3814441188424
6828,6.828000000000615,3228.286355940736
6829,6.829000000000615,3228.1912663248067
6830,6.830000000000616,3228.0961752706394
6831,6.831000000000616,3228.0010827778456
6832,6.832000000000616,3227.9059888460424
6833,6.833000000000617,3227.8108934748075
6834,6.834000000000617,3227.7157966637837
6835,6.835000000000617,3227.62069841254
6836,6.836000000000618,3227.525598720704
6837,6.837000000000618,3227.430497587867
6838,6.838000000000618,3227.335395013632
6839,6.839000000000619,3227.24029099762
6840,6.840000000000619,3227.1451855394084
6841,6.841000000000619,3227.050078638621
6842,6.84200000000062,3226.954970294855
6843,6.84300000000062,3226.8598605077214
6844,6.84400000000062,3226.7647492768
6845,6.845000000000621,3226.669636601722
6846,6.846000000000621,3226.574522482073
6847,6.847000000000621,3226.4794069174595
6848,6.848000000000622,3226.384289907491
6849,6.849000000000622,3226.289171451765
6850,6.850000000000622,3226.194051549877
6851,6.851000000000623,3226.0989302014464
6852,6.852000000000623,3226.003807406062
6853,6.853000000000623,3225.9086831633244
6854,6.854000000000624,3225.8135574728494
6855,6.855000000000624,3225.718430334224
6856,6.856000000000624,3225.623301747063
6857,6.857000000000625,3225.528171710951
6858,6.858000000000625,3225.4330402255086
6859,6.859000000000625,3225.337907290323
6860,6.860000000000626,3225.2427729050046
6861,6.861000000000626,3225.147637069156
6862,6.862000000000626,3225.052499782364
6863,6.863000000000627,3224.957361044246
6864,6.864000000000627,3224.862220854391
6865,6.865000000000627,3224.767079212405
6866,6.866000000000628,3224.671936117892
6867,6.867000000000628,3224.5767915704446
6868,6.868000000000628,3224.4816455696728
6869,6.869000000000629,3224.386498115164
6870,6.870000000000629,3224.291349206528
6871,6.871000000000629,3224.196198843364
6872,6.87200000000063,3224.101047025268
6873,6.87300000000063,3224.005893751847
6874,6.87400000000063,3223.9107390226945
6875,6.875000000000631,3223.8155828374115
6876,6.876000000000631,3223.7204251955936
6877,6.877000000000631,3223.6252660968444
6878,6.878000000000632,3223.53010554076
6879,6.879000000000632,3223.4349435269432
6880,6.880000000000632,3223.3397800549874
6881,6.881000000000633,3223.244615124496
6882,6.882000000000633,3223.149448735073
6883,6.883000000000633,3223.0542808863056
6884,6.884000000000634,3222.959111577796
6885,6.885000000000634,3222.8639408091385
6886,6.886000000000634,3222.768768579942
6887,6.887000000000635,3222.673594889806
6888,6.888000000000635,3222.5784197383173
6889,6.889000000000635,3222.483243125073
6890,6.890000000000636,3222.3880650496776
6891,6.891000000000636,3222.292885511734
6892,6.892000000000636,3222.1977045108183
6893,6.893000000000637,3222.102522046553
6894,6.894000000000637,3222.0073381185207
6895,6.895000000000637,3221.912152726316
6896,6.896000000000638,3221.8169658695497
6897,6.897000000000638,3221.7217775478084
6898,6.898000000000638,3221.626587760687
6899,6.899000000000639,3221.531396507788
6900,6.900000000000639,3221.436203788705
6901,6.901000000000639,3221.341009603038
6902,6.90200000000064,3221.245813950378
6903,6.90300000000064,3221.150616830328
6904,6.90400000000064,3221.0554182424744
6905,6.905000000000641,3220.9602181864125
6906,6.906000000000641,3220.865016661749
6907,6.907000000000641,3220.769813668079
6908,6.908000000000642,3220.6746092049893
6909,6.909000000000642,3220.579403272078
6910,6.910000000000642,3220.4841958689417
6911,6.911000000000643,3220.388986995176
